Data,vento,radiacao,temp_max,temp_min,umi_max,umi_min,umi_rel,press_atm
2018-03-26 03:00:00,2.6,0.0,20.7,20.3,80.0,78.0,79.0,920.0
2018-03-26 04:00:00,2.4,0.0,20.5,20.2,79.0,78.0,78.0,919.7
2018-03-26 05:00:00,2.4,0.0,20.3,19.9,80.0,78.0,78.0,919.4
2018-03-26 06:00:00,2.2,0.0,20.2,19.7,81.0,78.0,81.0,919.3
2018-03-26 07:00:00,2.8,0.0,19.8,19.6,81.0,79.0,79.0,919.4
2018-03-26 08:00:00,2.8,0.0,19.8,19.5,79.0,78.0,78.0,919.6
2018-03-26 09:00:00,2.4,0.0,19.9,19.4,80.0,77.0,80.0,920.0
2018-03-26 10:00:00,2.2,74.4,20.3,19.2,81.0,77.0,77.0,920.7
2018-03-26 11:00:00,2.3,827.4,22.0,20.3,77.0,69.0,71.0,921.2
2018-03-26 12:00:00,2.6,1704.8,23.5,22.0,71.0,64.0,66.0,921.6
2018-03-26 13:00:00,2.5,2313.4,24.9,23.2,66.0,53.0,55.0,921.5
2018-03-26 14:00:00,3.7,3087.1,25.5,24.5,57.0,43.0,45.0,921.2
2018-03-26 15:00:00,3.0,3416.4,26.5,25.2,51.0,40.0,49.0,920.4
2018-03-26 16:00:00,2.9,3393.4,27.3,25.7,53.0,43.0,45.0,919.7
2018-03-26 17:00:00,2.4,2455.7,27.4,25.7,56.0,43.0,51.0,919.3
2018-03-26 18:00:00,2.8,2809.2,27.4,25.7,53.0,45.0,46.0,918.7
2018-03-26 19:00:00,3.4,2136.2,27.5,26.1,49.0,43.0,46.0,918.4
2018-03-26 20:00:00,3.2,1286.3,26.5,25.6,50.0,44.0,49.0,918.3
2018-03-26 21:00:00,2.4,181.7,25.7,23.6,57.0,48.0,55.0,918.5
2018-03-26 22:00:00,1.8,0.0,24.1,22.6,62.0,55.0,62.0,918.9
2018-03-26 23:00:00,1.3,0.0,23.0,21.9,66.0,61.0,62.0,919.6
2018-03-27 00:00:00,1.9,0.0,23.1,22.4,62.0,56.0,56.0,920.2
2018-03-27 01:00:00,1.9,0.0,22.7,21.2,61.0,55.0,61.0,920.8
2018-03-27 02:00:00,1.7,0.0,21.4,20.7,66.0,61.0,66.0,920.8
2018-03-27 03:00:00,0.8,0.0,20.9,19.4,73.0,66.0,73.0,920.7
2018-03-27 04:00:00,1.5,0.0,20.1,19.1,76.0,71.0,71.0,920.3
2018-03-27 05:00:00,0.9,0.0,20.1,19.6,73.0,71.0,73.0,920.0
2018-03-27 06:00:00,2.0,0.0,19.8,19.1,77.0,73.0,75.0,920.0
2018-03-27 07:00:00,2.1,0.0,19.9,19.5,78.0,75.0,78.0,920.0
2018-03-27 08:00:00,2.5,0.0,19.7,19.4,79.0,78.0,79.0,920.5
2018-03-27 09:00:00,2.5,0.0,19.6,19.2,80.0,79.0,80.0,920.9
2018-03-27 10:00:00,3.2,76.7,20.0,19.1,81.0,78.0,78.0,921.5
2018-03-27 11:00:00,2.7,909.7,22.2,20.0,78.0,69.0,70.0,921.9
2018-03-27 12:00:00,2.1,1453.9,23.2,21.4,73.0,65.0,67.0,922.5
2018-03-27 13:00:00,2.7,1671.4,24.4,22.3,70.0,61.0,66.0,922.4
2018-03-27 14:00:00,3.5,3091.1,25.9,23.7,68.0,52.0,52.0,922.2
2018-03-27 15:00:00,2.3,3036.5,27.3,24.9,59.0,49.0,59.0,921.5
2018-03-27 16:00:00,3.1,1430.4,26.4,24.4,59.0,52.0,55.0,920.7
2018-03-27 17:00:00,3.2,2054.9,27.5,24.6,60.0,46.0,47.0,919.8
2018-03-27 18:00:00,2.2,2550.1,27.9,25.3,49.0,39.0,47.0,919.2
2018-03-27 19:00:00,3.2,1879.2,27.4,25.6,49.0,37.0,39.0,919.1
2018-03-27 20:00:00,2.7,1257.9,26.9,25.9,42.0,37.0,39.0,919.0
2018-03-27 21:00:00,3.6,186.4,26.0,24.0,54.0,38.0,53.0,919.3
2018-03-27 22:00:00,1.7,0.0,24.1,22.7,57.0,52.0,56.0,919.5
2018-03-27 23:00:00,1.8,0.0,23.2,21.7,56.0,51.0,56.0,920.1
2018-03-28 00:00:00,1.8,0.0,22.0,20.7,61.0,55.0,56.0,920.5
2018-03-28 01:00:00,2.1,0.0,21.8,21.4,58.0,55.0,56.0,920.7
2018-03-28 02:00:00,1.8,0.0,21.6,20.4,61.0,56.0,61.0,920.9
2018-03-28 03:00:00,1.6,0.0,20.8,18.5,72.0,60.0,70.0,920.7
2018-03-28 04:00:00,1.1,0.0,19.6,18.6,72.0,67.0,71.0,920.4
2018-03-28 05:00:00,2.0,0.0,20.0,19.0,71.0,67.0,69.0,919.9
2018-03-28 06:00:00,2.2,0.0,19.9,19.4,75.0,69.0,75.0,919.6
2018-03-28 07:00:00,1.0,0.0,19.5,18.4,80.0,75.0,80.0,919.9
2018-03-28 08:00:00,1.8,0.0,18.9,18.4,81.0,78.0,79.0,920.2
2018-03-28 09:00:00,0.4,0.0,18.9,17.3,86.0,79.0,86.0,920.5
2018-03-28 10:00:00,1.2,74.0,20.2,17.5,86.0,77.0,77.0,921.3
2018-03-28 11:00:00,3.3,737.0,21.7,20.2,77.0,71.0,72.0,921.9
2018-03-28 12:00:00,2.5,1480.7,23.6,21.7,72.0,64.0,70.0,922.3
2018-03-28 13:00:00,2.6,1746.5,24.5,22.1,72.0,62.0,64.0,922.1
2018-03-28 14:00:00,2.2,1671.6,25.1,23.0,68.0,60.0,63.0,921.8
2018-03-28 15:00:00,2.0,2178.0,26.6,24.3,65.0,56.0,60.0,921.3
2018-03-28 16:00:00,2.2,2787.4,27.3,24.1,64.0,52.0,55.0,920.3
2018-03-28 17:00:00,2.6,2978.9,27.4,25.9,55.0,49.0,52.0,919.4
2018-03-28 18:00:00,3.5,2496.1,27.6,25.7,56.0,47.0,50.0,918.7
2018-03-28 19:00:00,2.4,1659.5,27.5,25.1,59.0,45.0,48.0,918.2
2018-03-28 20:00:00,3.4,1201.1,26.9,26.2,52.0,46.0,51.0,918.3
2018-03-28 21:00:00,2.6,184.3,26.2,24.4,55.0,50.0,55.0,918.3
2018-03-28 22:00:00,1.9,0.0,24.4,23.2,60.0,54.0,60.0,918.7
2018-03-28 23:00:00,2.6,0.0,23.7,22.7,63.0,58.0,63.0,919.3
2018-03-29 00:00:00,2.0,0.0,22.9,21.8,69.0,63.0,69.0,920.0
2018-03-29 01:00:00,2.2,0.0,22.0,21.6,72.0,69.0,71.0,920.6
2018-03-29 02:00:00,2.1,0.0,21.8,21.2,71.0,70.0,71.0,920.5
2018-03-29 03:00:00,2.3,0.0,21.4,21.1,72.0,70.0,71.0,920.1
2018-03-29 04:00:00,2.5,0.0,21.2,20.8,73.0,71.0,72.0,919.7
2018-03-29 05:00:00,2.0,0.0,20.9,20.1,75.0,72.0,75.0,919.2
2018-03-29 06:00:00,1.9,0.0,20.3,19.7,78.0,75.0,78.0,919.0
2018-03-29 07:00:00,2.2,0.0,19.9,19.4,80.0,78.0,80.0,918.8
2018-03-29 08:00:00,2.4,0.0,19.5,19.0,80.0,79.0,79.0,919.2
2018-03-29 09:00:00,1.8,0.0,19.3,18.7,82.0,79.0,81.0,919.8
2018-03-29 10:00:00,2.6,78.4,20.0,18.9,81.0,76.0,77.0,920.4
2018-03-29 11:00:00,2.4,558.3,21.2,20.0,77.0,72.0,74.0,921.1
2018-03-29 12:00:00,3.5,1642.9,22.8,20.7,75.0,65.0,67.0,921.2
2018-03-29 13:00:00,2.9,2468.4,25.0,22.8,68.0,58.0,58.0,921.0
2018-03-29 14:00:00,3.3,2808.2,26.2,23.6,62.0,52.0,55.0,920.9
2018-03-29 15:00:00,2.5,2690.5,26.7,23.9,60.0,50.0,51.0,920.3
2018-03-29 16:00:00,3.4,2863.1,27.1,25.2,55.0,47.0,53.0,919.6
2018-03-29 17:00:00,3.2,2377.6,27.6,24.6,53.0,44.0,48.0,918.9
2018-03-29 18:00:00,3.0,2817.7,27.6,26.7,51.0,42.0,43.0,918.3
2018-03-29 19:00:00,1.8,1740.8,27.5,25.2,52.0,41.0,51.0,917.8
2018-03-29 20:00:00,3.3,887.8,27.0,24.7,54.0,45.0,52.0,917.9
2018-03-29 21:00:00,2.4,224.3,25.4,24.4,54.0,50.0,52.0,917.9
2018-03-29 22:00:00,1.5,0.0,24.5,23.2,59.0,51.0,58.0,918.1
2018-03-29 23:00:00,2.3,0.0,23.4,22.7,61.0,57.0,60.0,918.7
2018-03-30 00:00:00,2.1,0.0,22.8,22.0,62.0,59.0,61.0,919.1
2018-03-30 01:00:00,2.4,0.0,22.2,21.7,64.0,61.0,64.0,919.3
2018-03-30 02:00:00,2.2,0.0,21.8,21.0,69.0,64.0,69.0,919.4
2018-03-30 03:00:00,0.4,0.0,21.0,18.9,80.0,69.0,79.0,919.4
2018-03-30 04:00:00,0.8,0.0,19.8,18.4,82.0,77.0,80.0,919.2
2018-03-30 05:00:00,1.6,0.0,19.5,17.7,86.0,77.0,86.0,919.0
2018-03-30 06:00:00,1.4,0.0,18.8,17.7,86.0,81.0,81.0,918.7
2018-03-30 07:00:00,2.1,0.0,19.3,18.8,81.0,79.0,81.0,918.5
2018-03-30 08:00:00,2.3,0.0,19.3,18.9,81.0,80.0,81.0,918.5
2018-03-30 09:00:00,2.4,0.0,19.0,18.8,82.0,81.0,82.0,918.9
2018-03-30 10:00:00,2.3,71.0,20.0,18.8,82.0,78.0,78.0,919.6
2018-03-30 11:00:00,3.0,782.3,21.6,20.0,78.0,71.0,72.0,920.1
2018-03-30 12:00:00,2.9,1698.3,23.2,21.3,73.0,65.0,66.0,920.3
2018-03-30 13:00:00,3.8,2443.2,24.8,22.9,68.0,57.0,59.0,920.1
2018-03-30 14:00:00,3.1,2938.6,25.7,23.9,60.0,52.0,58.0,919.9
2018-03-30 15:00:00,2.2,1951.3,26.1,23.7,62.0,53.0,55.0,919.1
2018-03-30 16:00:00,2.9,2625.8,26.5,24.5,61.0,46.0,49.0,918.3
2018-03-30 17:00:00,2.1,3385.2,27.6,26.0,52.0,42.0,45.0,917.6
2018-03-30 18:00:00,2.1,2828.7,27.9,26.4,48.0,38.0,44.0,917.2
2018-03-30 19:00:00,2.1,2197.3,28.1,26.9,48.0,39.0,42.0,917.1
2018-03-30 20:00:00,2.0,1128.7,27.3,25.7,52.0,42.0,49.0,916.8
2018-03-30 21:00:00,3.2,205.1,25.7,24.2,57.0,48.0,55.0,917.0
2018-03-30 22:00:00,3.4,0.0,24.3,22.9,64.0,55.0,64.0,917.5
2018-03-30 23:00:00,2.7,0.0,23.0,22.3,66.0,63.0,64.0,917.8
2018-03-31 00:00:00,2.2,0.0,22.5,21.8,67.0,64.0,66.0,918.2
2018-03-31 01:00:00,2.0,0.0,22.1,20.0,74.0,66.0,74.0,918.6
2018-03-31 02:00:00,1.7,0.0,21.1,20.0,74.0,69.0,70.0,918.8
2018-03-31 03:00:00,2.2,0.0,21.0,20.4,72.0,69.0,72.0,918.7
2018-03-31 04:00:00,1.5,0.0,20.5,19.9,75.0,72.0,75.0,918.6
2018-03-31 05:00:00,1.7,0.0,20.2,19.6,77.0,74.0,77.0,918.2
2018-03-31 06:00:00,2.1,0.0,19.9,19.5,77.0,75.0,77.0,918.0
2018-03-31 07:00:00,2.3,0.0,19.8,19.4,78.0,76.0,78.0,917.6
2018-03-31 08:00:00,2.3,0.0,19.5,19.2,79.0,77.0,79.0,917.6
2018-03-31 09:00:00,2.6,0.0,19.2,18.7,81.0,79.0,81.0,918.2
2018-03-31 10:00:00,2.6,79.5,19.6,18.6,82.0,79.0,79.0,918.9
2018-03-31 11:00:00,3.0,834.8,21.6,19.6,79.0,70.0,70.0,919.4
2018-03-31 12:00:00,2.7,1716.5,23.2,21.5,71.0,65.0,66.0,919.9
2018-03-31 13:00:00,2.7,2358.9,24.6,23.1,67.0,58.0,59.0,920.0
2018-03-31 14:00:00,2.1,2787.0,25.7,23.7,64.0,53.0,55.0,919.6
2018-03-31 15:00:00,0.9,2567.2,26.3,24.3,61.0,52.0,60.0,919.0
2018-03-31 16:00:00,2.2,2207.0,27.2,24.3,61.0,49.0,52.0,918.2
2018-03-31 17:00:00,1.4,2565.4,27.8,25.5,57.0,42.0,49.0,917.4
2018-03-31 18:00:00,1.6,1876.9,27.9,26.1,54.0,44.0,48.0,916.7
2018-03-31 19:00:00,1.3,2059.3,27.7,26.8,52.0,44.0,48.0,916.2
2018-03-31 20:00:00,2.8,1244.6,27.6,26.0,56.0,45.0,54.0,916.0
2018-03-31 21:00:00,2.0,204.4,26.0,23.6,62.0,54.0,62.0,916.3
2018-03-31 22:00:00,3.2,0.0,23.7,22.8,64.0,59.0,64.0,916.7
2018-03-31 23:00:00,2.0,0.0,22.8,22.1,67.0,64.0,64.0,917.2
2018-04-01 00:00:00,2.4,0.0,22.5,21.8,67.0,64.0,66.0,917.7
2018-04-01 01:00:00,2.1,0.0,21.9,21.4,71.0,66.0,71.0,917.8
2018-04-01 02:00:00,2.7,0.0,21.6,21.1,74.0,71.0,73.0,917.8
2018-04-01 03:00:00,1.7,0.0,21.2,19.9,79.0,73.0,77.0,917.9
2018-04-01 04:00:00,2.0,0.0,20.7,20.2,77.0,74.0,74.0,917.4
2018-04-01 05:00:00,1.2,0.0,20.4,19.7,76.0,74.0,76.0,917.0
2018-04-01 06:00:00,1.3,0.0,19.9,18.8,79.0,74.0,76.0,916.6
2018-04-01 07:00:00,1.1,0.0,19.4,18.3,80.0,75.0,76.0,916.5
2018-04-01 08:00:00,0.7,0.0,19.3,17.9,81.0,74.0,79.0,916.8
2018-04-01 09:00:00,2.1,0.0,19.3,18.4,79.0,74.0,76.0,917.2
2018-04-01 10:00:00,2.5,79.7,19.9,18.9,76.0,73.0,73.0,917.9
2018-04-01 11:00:00,2.6,778.4,21.2,19.9,73.0,68.0,69.0,918.5
2018-04-01 12:00:00,2.0,1707.8,23.7,21.2,70.0,61.0,63.0,918.8
2018-04-01 13:00:00,1.6,2326.1,24.9,23.4,65.0,57.0,57.0,918.8
2018-04-01 14:00:00,2.1,2879.9,26.3,24.1,64.0,51.0,52.0,918.4
2018-04-01 15:00:00,2.0,2975.2,26.9,25.3,58.0,49.0,54.0,917.9
2018-04-01 16:00:00,1.1,3022.1,27.9,25.4,59.0,45.0,50.0,917.3
2018-04-01 17:00:00,1.7,2981.9,28.3,26.3,56.0,42.0,45.0,916.3
2018-04-01 18:00:00,1.7,2702.0,28.7,27.2,51.0,40.0,47.0,915.4
2018-04-01 19:00:00,1.4,1647.0,28.7,26.2,55.0,41.0,55.0,914.8
2018-04-01 20:00:00,0.7,684.1,27.6,25.4,59.0,46.0,51.0,914.5
2018-04-01 21:00:00,2.0,211.3,26.6,24.1,57.0,51.0,56.0,914.8
2018-04-01 22:00:00,2.3,0.0,24.5,23.8,62.0,56.0,62.0,915.6
2018-04-01 23:00:00,1.7,0.0,24.1,23.6,63.0,61.0,63.0,916.2
2018-04-02 00:00:00,1.4,0.0,23.8,23.0,66.0,63.0,65.0,916.6
2018-04-02 01:00:00,2.3,0.0,23.2,22.6,67.0,65.0,66.0,917.0
2018-04-02 02:00:00,2.0,0.0,22.8,22.2,69.0,66.0,69.0,917.2
2018-04-02 03:00:00,1.9,0.0,22.2,21.7,73.0,69.0,73.0,917.1
2018-04-02 04:00:00,2.0,0.0,21.8,21.2,75.0,73.0,75.0,916.7
2018-04-02 05:00:00,2.1,0.0,21.4,21.0,76.0,74.0,76.0,916.4
2018-04-02 06:00:00,1.9,0.0,21.2,20.8,76.0,75.0,76.0,916.1
2018-04-02 07:00:00,0.9,0.0,20.9,20.3,78.0,76.0,78.0,916.1
2018-04-02 08:00:00,0.3,0.0,20.4,19.4,82.0,78.0,81.0,916.2
2018-04-02 09:00:00,0.8,0.0,19.9,19.1,83.0,78.0,78.0,916.7
2018-04-02 10:00:00,1.0,147.2,21.2,19.5,80.0,75.0,75.0,917.1
2018-04-02 11:00:00,1.7,620.4,22.3,21.2,75.0,68.0,68.0,917.6
2018-04-02 12:00:00,1.0,1102.9,23.8,22.2,73.0,62.0,63.0,918.2
2018-04-02 13:00:00,1.5,2386.0,26.1,23.8,66.0,55.0,60.0,918.4
2018-04-02 14:00:00,1.6,2832.2,26.8,25.5,62.0,51.0,54.0,917.7
2018-04-02 15:00:00,2.0,2857.8,27.8,25.9,59.0,49.0,50.0,917.0
2018-04-02 16:00:00,1.7,2658.8,28.6,26.1,58.0,47.0,52.0,916.0
2018-04-02 17:00:00,1.6,1239.1,27.8,26.5,61.0,49.0,59.0,915.4
2018-04-02 18:00:00,2.1,2102.0,29.1,26.7,60.0,47.0,54.0,914.6
2018-04-02 19:00:00,1.5,895.3,27.7,26.2,63.0,52.0,60.0,914.1
2018-04-02 20:00:00,1.5,478.0,26.3,25.6,65.0,59.0,63.0,914.1
2018-04-02 21:00:00,2.2,128.5,25.6,24.6,66.0,61.0,64.0,914.3
2018-04-02 22:00:00,1.3,0.0,25.1,24.1,67.0,63.0,67.0,914.7
2018-04-02 23:00:00,0.9,0.0,24.4,24.0,68.0,66.0,68.0,915.2
2018-04-03 00:00:00,1.2,0.0,24.3,23.9,69.0,67.0,68.0,915.6
2018-04-03 01:00:00,0.1,0.0,24.0,23.2,72.0,68.0,72.0,915.7
2018-04-03 02:00:00,0.0,0.0,23.3,21.9,78.0,72.0,77.0,915.4
2018-04-03 03:00:00,0.5,0.0,22.5,20.7,85.0,77.0,82.0,915.2
2018-04-03 04:00:00,0.2,0.0,21.6,20.8,85.0,81.0,85.0,915.1
2018-04-03 05:00:00,0.0,0.0,21.1,20.7,86.0,84.0,86.0,914.8
2018-04-03 06:00:00,0.3,0.0,21.2,20.5,86.0,82.0,84.0,914.6
2018-04-03 07:00:00,0.3,0.0,20.8,20.2,84.0,82.0,83.0,914.2
2018-04-03 08:00:00,0.2,0.0,20.7,19.5,87.0,82.0,87.0,914.5
2018-04-03 09:00:00,0.2,0.0,20.0,19.5,87.0,86.0,86.0,914.8
2018-04-03 10:00:00,0.2,72.1,20.8,19.1,88.0,83.0,84.0,915.2
2018-04-03 11:00:00,0.7,718.5,23.9,20.8,84.0,68.0,71.0,915.8
2018-04-03 12:00:00,1.6,1541.9,25.7,23.6,71.0,62.0,64.0,916.2
2018-04-03 13:00:00,1.4,2143.2,27.0,25.4,66.0,59.0,59.0,916.0
2018-04-03 14:00:00,1.7,3115.5,28.6,26.6,63.0,50.0,55.0,915.2
2018-04-03 15:00:00,2.7,2495.7,29.6,27.0,60.0,50.0,56.0,914.7
2018-04-03 16:00:00,2.1,2519.8,29.8,26.3,65.0,50.0,53.0,913.6
2018-04-03 17:00:00,2.8,1647.8,29.9,28.0,59.0,48.0,55.0,912.8
2018-04-03 18:00:00,3.0,2085.6,30.2,27.9,56.0,46.0,53.0,912.0
2018-04-03 19:00:00,3.4,390.0,28.2,26.9,61.0,52.0,56.0,912.0
2018-04-03 20:00:00,2.3,415.9,27.6,26.8,61.0,55.0,59.0,912.5
2018-04-03 21:00:00,1.8,71.3,26.9,26.1,62.0,58.0,61.0,913.3
2018-04-03 22:00:00,3.6,0.0,26.4,24.0,68.0,59.0,68.0,914.0
2018-04-03 23:00:00,0.6,0.0,24.0,20.7,87.0,66.0,87.0,914.0
2018-04-04 00:00:00,0.7,0.0,21.8,20.7,88.0,85.0,85.0,914.4
2018-04-04 01:00:00,0.5,0.0,21.9,21.3,85.0,83.0,84.0,915.5
2018-04-04 02:00:00,0.0,0.0,22.2,21.0,88.0,81.0,81.0,915.3
2018-04-04 03:00:00,0.9,0.0,22.3,20.8,87.0,79.0,87.0,915.1
2018-04-04 04:00:00,1.0,0.0,21.1,19.8,89.0,87.0,89.0,914.8
2018-04-04 05:00:00,1.5,0.0,21.4,19.8,91.0,84.0,84.0,914.5
2018-04-04 06:00:00,0.1,0.0,21.4,20.5,87.0,83.0,86.0,914.3
2018-04-04 07:00:00,1.0,0.0,20.8,20.0,90.0,85.0,90.0,914.4
2018-04-04 08:00:00,0.0,0.0,21.1,20.1,90.0,86.0,86.0,914.6
2018-04-04 09:00:00,0.4,0.0,21.5,21.1,86.0,85.0,86.0,914.9
2018-04-04 10:00:00,0.2,78.8,21.2,20.7,90.0,86.0,90.0,915.2
2018-04-04 11:00:00,1.2,397.1,21.9,20.8,91.0,87.0,87.0,915.8
2018-04-04 12:00:00,1.3,735.9,22.7,21.7,87.0,80.0,80.0,916.1
2018-04-04 13:00:00,0.8,1420.0,25.1,22.7,80.0,64.0,68.0,916.4
2018-04-04 14:00:00,0.7,2569.3,27.0,24.7,69.0,57.0,60.0,916.0
2018-04-04 15:00:00,2.0,2607.1,27.9,26.2,62.0,53.0,58.0,915.0
2018-04-04 16:00:00,1.2,3117.6,28.8,26.7,62.0,52.0,56.0,914.0
2018-04-04 17:00:00,2.3,3069.5,29.7,27.8,58.0,49.0,51.0,913.0
2018-04-04 18:00:00,2.2,1840.3,30.0,27.7,59.0,47.0,53.0,912.3
2018-04-04 19:00:00,2.6,2007.3,29.9,28.6,55.0,45.0,48.0,912.2
2018-04-04 20:00:00,3.2,774.0,29.4,26.4,58.0,47.0,57.0,912.5
2018-04-04 21:00:00,2.3,98.4,26.5,24.2,69.0,57.0,68.0,913.1
2018-04-04 22:00:00,0.8,0.0,24.2,23.1,73.0,68.0,69.0,913.9
2018-04-04 23:00:00,1.5,0.0,23.7,21.6,85.0,67.0,85.0,914.5
2018-04-05 00:00:00,0.4,0.0,21.9,21.1,88.0,84.0,87.0,915.0
2018-04-05 01:00:00,1.1,0.0,21.5,20.4,91.0,87.0,91.0,915.2
2018-04-05 02:00:00,0.6,0.0,20.8,20.4,91.0,89.0,89.0,915.3
2018-04-05 03:00:00,0.6,0.0,21.0,20.3,89.0,87.0,87.0,915.3
2018-04-05 04:00:00,0.3,0.0,21.3,20.7,88.0,85.0,88.0,915.0
2018-04-05 05:00:00,0.8,0.0,21.3,20.3,91.0,87.0,91.0,914.4
2018-04-05 06:00:00,1.2,0.0,20.7,20.3,91.0,88.0,88.0,914.2
2018-04-05 07:00:00,0.9,0.0,20.9,20.2,89.0,88.0,88.0,913.8
2018-04-05 08:00:00,1.7,0.0,20.7,19.8,89.0,84.0,84.0,914.3
2018-04-05 09:00:00,1.4,0.0,20.8,20.3,85.0,83.0,85.0,914.7
2018-04-05 10:00:00,2.7,101.3,21.0,19.6,89.0,84.0,84.0,915.3
2018-04-05 11:00:00,2.7,700.0,22.6,20.9,84.0,77.0,78.0,916.2
2018-04-05 12:00:00,2.5,1231.6,24.7,21.8,81.0,70.0,70.0,916.4
2018-04-05 13:00:00,2.0,2212.2,26.2,24.2,72.0,64.0,68.0,916.5
2018-04-05 14:00:00,1.8,1499.6,26.8,24.6,71.0,61.0,61.0,916.2
2018-04-05 15:00:00,1.8,2223.1,27.7,26.0,67.0,56.0,63.0,915.6
2018-04-05 16:00:00,1.7,2708.5,29.1,26.7,65.0,53.0,54.0,914.7
2018-04-05 17:00:00,2.1,3179.4,29.7,28.4,59.0,48.0,56.0,913.8
2018-04-05 18:00:00,1.1,2602.7,30.5,28.1,57.0,44.0,45.0,912.9
2018-04-05 19:00:00,1.6,1733.1,30.4,28.5,55.0,44.0,53.0,913.0
2018-04-05 20:00:00,2.8,745.7,29.2,25.4,57.0,47.0,48.0,913.4
2018-04-05 21:00:00,2.7,64.4,25.9,21.0,87.0,45.0,87.0,914.7
2018-04-05 22:00:00,0.9,0.0,21.0,19.3,90.0,84.0,87.0,914.6
2018-04-05 23:00:00,1.5,0.0,19.8,18.9,90.0,86.0,89.0,916.2
2018-04-06 00:00:00,0.9,0.0,20.3,19.4,91.0,89.0,91.0,916.5
2018-04-06 01:00:00,0.5,0.0,20.1,19.3,92.0,89.0,89.0,916.5
2018-04-06 02:00:00,1.1,0.0,20.1,19.4,91.0,89.0,91.0,916.4
2018-04-06 03:00:00,0.5,0.0,20.1,19.8,92.0,91.0,91.0,916.5
2018-04-06 04:00:00,0.9,0.0,20.1,19.6,92.0,91.0,92.0,916.0
2018-04-06 05:00:00,0.2,0.0,20.6,19.7,92.0,91.0,91.0,915.8
2018-04-06 06:00:00,1.0,0.0,20.8,19.8,91.0,88.0,91.0,915.3
2018-04-06 07:00:00,1.5,0.0,20.8,19.8,91.0,85.0,85.0,915.5
2018-04-06 08:00:00,0.3,0.0,20.7,19.7,89.0,85.0,89.0,915.5
2018-04-06 09:00:00,2.4,3.3,20.8,19.9,89.0,79.0,79.0,915.7
2018-04-06 10:00:00,1.9,28.2,20.9,20.6,81.0,79.0,80.0,916.7
2018-04-06 11:00:00,2.3,183.0,20.8,20.6,83.0,80.0,81.0,917.4
2018-04-06 12:00:00,3.1,571.9,21.1,20.7,83.0,77.0,79.0,917.4
2018-04-06 13:00:00,2.4,441.8,21.1,20.7,81.0,77.0,81.0,917.9
2018-04-06 14:00:00,4.0,588.2,21.8,20.9,81.0,75.0,75.0,917.4
2018-04-06 15:00:00,3.5,1343.9,23.2,21.8,78.0,71.0,71.0,917.0
2018-04-06 16:00:00,2.6,1841.2,24.9,23.0,75.0,63.0,67.0,916.7
2018-04-06 17:00:00,4.0,2241.6,25.3,23.2,69.0,58.0,63.0,916.1
2018-04-06 18:00:00,3.8,2585.7,26.1,24.7,64.0,53.0,55.0,915.5
2018-04-06 19:00:00,3.6,1931.5,26.1,25.2,57.0,51.0,52.0,915.3
2018-04-06 20:00:00,2.8,826.8,25.4,23.7,61.0,50.0,61.0,915.4
2018-04-06 21:00:00,2.9,110.9,23.7,22.7,64.0,60.0,63.0,915.7
2018-04-06 22:00:00,2.3,0.0,22.8,21.9,67.0,63.0,66.0,916.3
2018-04-06 23:00:00,3.2,0.0,22.0,21.6,68.0,65.0,66.0,916.9
2018-04-07 00:00:00,2.2,0.0,21.8,21.2,71.0,65.0,71.0,917.6
2018-04-07 01:00:00,2.8,0.0,21.3,20.8,75.0,71.0,74.0,917.8
2018-04-07 02:00:00,2.1,0.0,21.1,20.6,75.0,73.0,74.0,918.1
2018-04-07 03:00:00,2.1,0.0,20.7,20.1,78.0,73.0,77.0,917.8
2018-04-07 04:00:00,0.9,0.0,20.2,18.6,84.0,77.0,84.0,917.7
2018-04-07 05:00:00,1.2,0.0,19.9,18.6,84.0,77.0,77.0,917.5
2018-04-07 06:00:00,1.0,0.0,20.0,19.6,78.0,76.0,77.0,917.4
2018-04-07 07:00:00,1.7,0.0,19.9,19.1,80.0,77.0,79.0,917.5
2018-04-07 08:00:00,1.6,0.0,19.9,19.6,79.0,78.0,79.0,917.8
2018-04-07 09:00:00,2.4,0.0,19.7,19.5,80.0,79.0,80.0,918.2
2018-04-07 10:00:00,2.1,64.6,20.6,19.6,80.0,76.0,76.0,918.6
2018-04-07 11:00:00,2.7,781.1,22.3,20.6,76.0,68.0,70.0,919.2
2018-04-07 12:00:00,3.6,1468.2,23.4,21.4,73.0,65.0,67.0,919.5
2018-04-07 13:00:00,2.3,1581.9,23.9,22.6,71.0,65.0,66.0,919.6
2018-04-07 14:00:00,3.0,1940.4,26.4,23.5,67.0,57.0,60.0,919.3
2018-04-07 15:00:00,2.3,1366.7,25.5,24.4,65.0,59.0,60.0,919.0
2018-04-07 16:00:00,3.4,2383.7,27.7,24.3,64.0,51.0,52.0,917.9
2018-04-07 17:00:00,1.8,3190.7,28.4,27.4,56.0,46.0,48.0,917.0
2018-04-07 18:00:00,2.3,2281.3,28.5,26.5,56.0,45.0,51.0,916.6
2018-04-07 19:00:00,2.1,995.2,27.9,25.2,60.0,51.0,59.0,916.6
2018-04-07 20:00:00,2.2,474.4,25.5,25.1,60.0,57.0,60.0,916.9
2018-04-07 21:00:00,2.1,116.3,25.3,23.3,67.0,58.0,66.0,917.2
